858	0.000370
832	0.000350
831	0.000340
826	0.000340
825	0.000336
837	0.000336
838	0.000335
857	0.000334
840	0.000333
847	0.000332
855	0.000331
835	0.000331
829	0.000331
828	0.000331
861	0.000331
848	0.000331
827	0.000331
851	0.000331
841	0.000331
853	0.000330
854	0.000330
834	0.000330
846	0.000330
862	0.000330
852	0.000330
859	0.000329
849	0.000329
843	0.000328
850	0.000328
830	0.000327
1300	0.000325
836	0.000325
842	0.000321
12963	0.000320
12973	0.000320
12971	0.000320
833	0.000320
860	0.000320
12956	0.000318
12948	0.000317
12953	0.000317
12960	0.000317
12967	0.000317
12969	0.000317
12970	0.000317
12974	0.000317
12975	0.000317
12951	0.000317
12966	0.000317
12976	0.000317
12977	0.000317
12981	0.000317
845	0.000316
12979	0.000316
12959	0.000315
12947	0.000315
12949	0.000315
12950	0.000315
12955	0.000315
12962	0.000315
12965	0.000315
12968	0.000315
12980	0.000315
12982	0.000315
12983	0.000315
839	0.000314
12952	0.000313
12958	0.000311
12978	0.000311
856	0.000310
12954	0.000308
3793	0.000307
844	0.000304
12957	0.000303
12961	0.000299
1293	0.000298
1314	0.000298
1287	0.000297
12972	0.000295
1296	0.000293
1312	0.000291
1285	0.000291
1310	0.000291
1292	0.000291
1286	0.000291
12964	0.000291
1295	0.000291
1306	0.000291
1288	0.000290
1297	0.000290
1313	0.000290
1311	0.000290
1290	0.000289
1291	0.000289
1283	0.000288
1301	0.000288
1289	0.000286
1284	0.000286
1307	0.000285
1302	0.000284
1299	0.000282
1298	0.000282
1303	0.000282
1308	0.000278
1305	0.000277
3817	0.000277
3789	0.000275
3806	0.000275
3808	0.000275
1282	0.000274
1304	0.000274
3802	0.000272
1281	0.000270
18160	0.000270
18163	0.000270
18166	0.000270
18167	0.000270
18169	0.000270
18170	0.000270
18173	0.000270
18175	0.000270
18181	0.000270
1309	0.000270
18158	0.000269
18159	0.000269
18162	0.000269
18165	0.000269
18171	0.000269
18172	0.000269
18174	0.000269
18176	0.000269
18177	0.000269
18178	0.000269
18180	0.000269
18185	0.000269
18187	0.000269
18168	0.000268
18186	0.000268
18188	0.000268
3809	0.000268
3813	0.000268
3815	0.000268
1294	0.000268
3795	0.000268
3803	0.000268
3818	0.000267
3792	0.000267
3798	0.000267
3801	0.000267
3804	0.000267
3811	0.000267
3791	0.000267
3796	0.000267
3810	0.000267
3814	0.000267
3816	0.000267
3790	0.000267
3797	0.000267
3794	0.000267
18182	0.000266
3799	0.000265
3805	0.000262
18164	0.000262
4590	0.000260
4591	0.000260
4592	0.000260
4593	0.000260
4594	0.000260
4595	0.000260
4596	0.000260
4598	0.000260
4599	0.000260
4600	0.000260
4601	0.000260
4602	0.000260
4604	0.000260
4605	0.000260
4606	0.000260
4607	0.000260
4608	0.000260
4609	0.000260
4610	0.000260
4611	0.000260
4612	0.000260
4613	0.000260
4614	0.000260
4615	0.000260
4616	0.000260
4617	0.000260
4618	0.000260
18161	0.000258
4603	0.000257
3800	0.000256
4597	0.000255
18179	0.000253
3812	0.000253
3807	0.000250
18183	0.000248
17748	0.000246
18184	0.000246
19130	0.000241
19129	0.000240
19116	0.000240
19140	0.000240
19141	0.000240
19144	0.000240
19115	0.000239
19127	0.000239
19128	0.000239
19132	0.000239
19135	0.000239
19136	0.000239
19143	0.000239
19145	0.000239
19146	0.000239
2166	0.000238
19138	0.000237
3592	0.000237
17730	0.000237
17731	0.000237
17732	0.000237
17733	0.000237
17734	0.000237
17735	0.000237
17736	0.000237
17738	0.000237
17740	0.000237
17742	0.000237
17743	0.000237
17744	0.000237
17746	0.000237
17747	0.000237
17749	0.000237
17750	0.000237
17751	0.000237
17754	0.000237
17755	0.000237
19137	0.000236
3615	0.000235
3614	0.000235
3617	0.000235
3595	0.000235
19126	0.000235
19142	0.000235
17737	0.000234
3600	0.000234
2167	0.000234
3591	0.000234
3616	0.000234
9414	0.000234
9415	0.000234
9416	0.000234
9417	0.000234
9418	0.000234
9420	0.000234
